Date,Currency,BaseCurrency,ExchangeRate
2025-12-16,USD,UAH,40.2634
2025-12-17,USD,UAH,40.1911
2025-12-18,USD,UAH,39.9893
2025-12-19,USD,UAH,40.5641
2025-12-20,USD,UAH,40.4056
2025-12-21,USD,UAH,40.3866
2025-12-22,USD,UAH,40.3221
2025-12-23,USD,UAH,40.0447
2025-12-24,USD,UAH,40.0873
2025-12-25,USD,UAH,40.2264
2025-12-26,USD,UAH,40.4197
2025-12-27,USD,UAH,40.3253
2025-12-28,USD,UAH,39.8416
2025-12-29,USD,UAH,39.7233
2025-12-30,USD,UAH,39.3316
2025-12-31,USD,UAH,39.1314
2024-01-01,PLN,UAH,10.4603
2024-01-02,PLN,UAH,10.3277
2024-01-03,PLN,UAH,10.3735
2024-01-04,PLN,UAH,10.3535
2024-01-05,PLN,UAH,10.3535
2024-01-06,PLN,UAH,10.3294
2024-01-07,PLN,UAH,10.2725
2024-01-08,PLN,UAH,10.2358
2024-01-09,PLN,UAH,10.1875
2024-01-10,PLN,UAH,10.0653
2024-01-11,PLN,UAH,10.0789
2024-01-12,PLN,UAH,9.9852
2024-01-13,PLN,UAH,10.07
2024-01-14,PLN,UAH,10.131
2024-01-15,PLN,UAH,10.1015
2024-01-16,PLN,UAH,10.097
2024-01-17,PLN,UAH,10.1301
2024-01-18,PLN,UAH,10.1582
2024-01-19,PLN,UAH,10.2252
2024-01-20,PLN,UAH,10.1963
2024-01-21,PLN,UAH,10.2632
2024-01-22,PLN,UAH,10.1724
2024-01-23,PLN,UAH,10.2331
2024-01-24,PLN,UAH,10.2417
2024-01-25,PLN,UAH,10.3526
2024-01-26,PLN,UAH,10.4382
2024-01-27,PLN,UAH,10.4957
2024-01-28,PLN,UAH,10.4631
2024-01-29,PLN,UAH,10.515
2024-01-30,PLN,UAH,10.4842
2024-01-31,PLN,UAH,10.4413
2024-02-01,PLN,UAH,10.3988
2024-02-02,PLN,UAH,10.4724
2024-02-03,PLN,UAH,10.3482
2024-02-04,PLN,UAH,10.3596
2024-02-05,PLN,UAH,10.3419
2024-02-06,PLN,UAH,10.4176
2024-02-07,PLN,UAH,10.3979
2024-02-08,PLN,UAH,10.4584
2024-02-09,PLN,UAH,10.4687
2024-02-10,PLN,UAH,10.526
2024-02-11,PLN,UAH,10.4408
2024-02-12,PLN,UAH,10.4958
2024-02-13,PLN,UAH,10.4869
2024-02-14,PLN,UAH,10.4857
2024-02-15,PLN,UAH,10.4351
2024-02-16,PLN,UAH,10.4538
2024-02-17,PLN,UAH,10.4093
2024-02-18,PLN,UAH,10.3779
2024-02-19,PLN,UAH,10.4948
2024-02-20,PLN,UAH,10.3678
2024-02-21,PLN,UAH,10.3046
2024-02-22,PLN,UAH,10.3162
2024-02-23,PLN,UAH,10.3095
2024-02-24,PLN,UAH,10.305
2024-02-25,PLN,UAH,10.3856
2024-02-26,PLN,UAH,10.3656
2024-02-27,PLN,UAH,10.3204
2024-02-28,PLN,UAH,10.2588
2024-02-29,PLN,UAH,10.1762
2024-03-01,PLN,UAH,10.1712
2024-03-02,PLN,UAH,10.2008
2024-03-03,PLN,UAH,10.178
2024-03-04,PLN,UAH,10.0442
2024-03-05,PLN,UAH,9.9305
2024-03-06,PLN,UAH,9.927
2024-03-07,PLN,UAH,9.8592
2024-03-08,PLN,UAH,9.7693
2024-03-09,PLN,UAH,9.8167
2024-03-10,PLN,UAH,9.8696
2024-03-11,PLN,UAH,9.9019
2024-03-12,PLN,UAH,9.9792
2024-03-13,PLN,UAH,10.0322
2024-03-14,PLN,UAH,10.0464
2024-03-15,PLN,UAH,10.1401
2024-03-16,PLN,UAH,10.1048
2024-03-17,PLN,UAH,10.1141
2024-03-18,PLN,UAH,10.1895
2024-03-19,PLN,UAH,10.1685
2024-03-20,PLN,UAH,10.1622
2024-03-21,PLN,UAH,10.1166
2024-03-22,PLN,UAH,10.1004
2024-03-23,PLN,UAH,10.1213
2024-03-24,PLN,UAH,10.1368
2024-03-25,PLN,UAH,10.0574
2024-03-26,PLN,UAH,10.0448
2024-03-27,PLN,UAH,10.0609
2024-03-28,PLN,UAH,10.0972
2024-03-29,PLN,UAH,10.1473
2024-03-30,PLN,UAH,10.255
2024-03-31,PLN,UAH,10.2425
2024-04-01,PLN,UAH,10.1809
2024-04-02,PLN,UAH,10.2006
2024-04-03,PLN,UAH,10.2102
2024-04-04,PLN,UAH,10.2008
2024-04-05,PLN,UAH,10.2568
2024-04-06,PLN,UAH,10.2468
2024-04-07,PLN,UAH,10.226
2024-04-08,PLN,UAH,10.2163
2024-04-09,PLN,UAH,10.1652
2024-04-10,PLN,UAH,10.0968
2024-04-11,PLN,UAH,10.126
2024-04-12,PLN,UAH,10.2352
2024-04-13,PLN,UAH,10.3414
2024-04-14,PLN,UAH,10.4187
2024-04-15,PLN,UAH,10.4734
2024-04-16,PLN,UAH,10.5387
2024-04-17,PLN,UAH,10.6253
2024-04-18,PLN,UAH,10.6682
2024-04-19,PLN,UAH,10.8086
2024-04-20,PLN,UAH,10.8344
2024-04-21,PLN,UAH,10.8174
2024-04-22,PLN,UAH,10.7716
2024-04-23,PLN,UAH,10.7172
2024-04-24,PLN,UAH,10.6902
2024-04-25,PLN,UAH,10.7313
2024-04-26,PLN,UAH,10.9193
2024-04-27,PLN,UAH,11.0343
2024-04-28,PLN,UAH,11.1148
2024-04-29,PLN,UAH,11.1467
2024-04-30,PLN,UAH,11.0854
2024-05-01,PLN,UAH,11.1895
2024-05-02,PLN,UAH,11.0895
2024-05-03,PLN,UAH,11.064
2024-05-04,PLN,UAH,11.066
2024-05-05,PLN,UAH,10.9666
2024-05-06,PLN,UAH,10.9367
2024-05-07,PLN,UAH,11.0944
2024-05-08,PLN,UAH,11.0043
2024-05-09,PLN,UAH,10.8441
2024-05-10,PLN,UAH,10.74
2024-05-11,PLN,UAH,10.6432
2024-05-12,PLN,UAH,10.668
2024-05-13,PLN,UAH,10.6957
2024-05-14,PLN,UAH,10.688
2024-05-15,PLN,UAH,10.6267
2024-05-16,PLN,UAH,10.6266
2024-05-17,PLN,UAH,10.6577
2024-05-18,PLN,UAH,10.5721
2024-05-19,PLN,UAH,10.5176
2024-05-20,PLN,UAH,10.5224
2024-05-21,PLN,UAH,10.6047
2024-05-22,PLN,UAH,10.6489
2024-05-23,PLN,UAH,10.5369
2024-05-24,PLN,UAH,10.5844
2024-05-25,PLN,UAH,10.5578
2024-05-26,PLN,UAH,10.561
2024-05-27,PLN,UAH,10.5138
2024-05-28,PLN,UAH,10.597
2024-05-29,PLN,UAH,10.6461
2024-05-30,PLN,UAH,10.6426
2024-05-31,PLN,UAH,10.5461
2024-06-01,PLN,UAH,10.5414
2024-06-02,PLN,UAH,10.6045
2024-06-03,PLN,UAH,10.646
2024-06-04,PLN,UAH,10.6838
2024-06-05,PLN,UAH,10.7099
2024-06-06,PLN,UAH,10.7584
2024-06-07,PLN,UAH,10.8286
2024-06-08,PLN,UAH,10.7818
2024-06-09,PLN,UAH,10.726
2024-06-10,PLN,UAH,10.6079
2024-06-11,PLN,UAH,10.6002
2024-06-12,PLN,UAH,10.6318
2024-06-13,PLN,UAH,10.5633
2024-06-14,PLN,UAH,10.5735
2024-06-15,PLN,UAH,10.564
2024-06-16,PLN,UAH,10.5699
2024-06-17,PLN,UAH,10.6196
2024-06-18,PLN,UAH,10.661
2024-06-19,PLN,UAH,10.7098
2024-06-20,PLN,UAH,10.7675
2024-06-21,PLN,UAH,10.7878
2024-06-22,PLN,UAH,10.6889
2024-06-23,PLN,UAH,10.6064
2024-06-24,PLN,UAH,10.6247
2024-06-25,PLN,UAH,10.5008
2024-06-26,PLN,UAH,10.4014
2024-06-27,PLN,UAH,10.4427
2024-06-28,PLN,UAH,10.4557
2024-06-29,PLN,UAH,10.5349
2024-06-30,PLN,UAH,10.5466
2024-07-01,PLN,UAH,10.6023
2024-07-02,PLN,UAH,10.5988
2024-07-03,PLN,UAH,10.5467
2024-07-04,PLN,UAH,10.5344
2024-07-05,PLN,UAH,10.3948
2024-07-06,PLN,UAH,10.3459
2024-07-07,PLN,UAH,10.3149
2024-07-08,PLN,UAH,10.2786
2024-07-09,PLN,UAH,10.224
2024-07-10,PLN,UAH,10.2274
2024-07-11,PLN,UAH,10.2684
2024-07-12,PLN,UAH,10.2629
2024-07-13,PLN,UAH,10.2478
2024-07-14,PLN,UAH,10.1988
2024-07-15,PLN,UAH,10.1914
2024-07-16,PLN,UAH,10.2106
2024-07-17,PLN,UAH,10.2601
2024-07-18,PLN,UAH,10.1653
2024-07-19,PLN,UAH,10.1405
2024-07-20,PLN,UAH,10.2357
2024-07-21,PLN,UAH,10.2323
2024-07-22,PLN,UAH,10.1477
2024-07-23,PLN,UAH,10.1081
2024-07-25,PLN,UAH,10.0544
2024-07-26,PLN,UAH,10.0053
2024-07-27,PLN,UAH,10.1397
2024-07-28,PLN,UAH,10.0911
2024-07-29,PLN,UAH,9.9645
2024-07-30,PLN,UAH,9.9126
2024-07-31,PLN,UAH,9.9865
2024-08-01,PLN,UAH,10.0904
2024-08-02,PLN,UAH,10.0847
2024-08-03,PLN,UAH,10.1509
2024-08-04,PLN,UAH,10.1259
2024-08-05,PLN,UAH,10.0873
2024-08-06,PLN,UAH,10.0562
2024-08-07,PLN,UAH,10.107
2024-08-08,PLN,UAH,10.1624
2024-08-09,PLN,UAH,10.2183
2024-08-10,PLN,UAH,10.1262
2024-08-11,PLN,UAH,10.0819
2024-08-12,PLN,UAH,10.1133
2024-08-13,PLN,UAH,10.1178
2024-08-14,PLN,UAH,10.1113
2024-08-15,PLN,UAH,10.0701
2024-08-16,PLN,UAH,10.0122
2024-08-17,PLN,UAH,9.9413
2024-08-18,PLN,UAH,9.9384
2024-08-19,PLN,UAH,9.9904
2024-08-20,PLN,UAH,9.9334
2024-08-21,PLN,UAH,9.9683
2024-08-22,PLN,UAH,9.9479
2024-08-23,PLN,UAH,9.8721
2024-08-24,PLN,UAH,9.8911
2024-08-25,PLN,UAH,9.8639
2024-08-26,PLN,UAH,9.9005
2024-08-27,PLN,UAH,9.8794
2024-08-28,PLN,UAH,9.9647
2024-08-29,PLN,UAH,10.0269
2024-08-30,PLN,UAH,10.1131
2024-08-31,PLN,UAH,10.0975
2024-09-01,PLN,UAH,10.1533
2024-09-02,PLN,UAH,10.2311
2024-09-03,PLN,UAH,10.2701
2024-09-04,PLN,UAH,10.2922
2024-09-05,PLN,UAH,10.3288
2024-09-06,PLN,UAH,10.2838
2024-09-07,PLN,UAH,10.3237
2024-09-08,PLN,UAH,10.2985
2024-09-09,PLN,UAH,10.2517
2024-09-10,PLN,UAH,10.2872
2024-09-11,PLN,UAH,10.3333
2024-09-12,PLN,UAH,10.3782
2024-09-13,PLN,UAH,10.4343
2024-09-14,PLN,UAH,10.4439
2024-09-15,PLN,UAH,10.4414
2024-09-16,PLN,UAH,10.3996
2024-09-17,PLN,UAH,10.3373
2024-09-18,PLN,UAH,10.3586
2024-09-19,PLN,UAH,10.3335
2024-09-20,PLN,UAH,10.3449
2024-09-21,PLN,UAH,10.3743
2024-09-22,PLN,UAH,10.3738
2024-09-23,PLN,UAH,10.3455
2024-09-24,PLN,UAH,10.3299
2024-09-25,PLN,UAH,10.4068
2024-09-26,PLN,UAH,10.3885
2024-09-27,PLN,UAH,10.3928
2024-09-28,PLN,UAH,10.4252
2024-09-29,PLN,UAH,10.5034
2024-09-30,PLN,UAH,10.5655
2024-10-01,PLN,UAH,10.6083
2024-10-02,PLN,UAH,10.6462
2024-10-03,PLN,UAH,10.6655
2024-10-04,PLN,UAH,10.6681
2024-10-05,PLN,UAH,10.5803
2024-10-06,PLN,UAH,10.4999
2024-10-07,PLN,UAH,10.5145
2024-10-08,PLN,UAH,10.4838
2024-10-09,PLN,UAH,10.4114
2024-10-10,PLN,UAH,10.5059
2024-10-12,PLN,UAH,10.5636
2024-10-13,PLN,UAH,10.5184
2024-10-14,PLN,UAH,10.5167
2024-10-15,PLN,UAH,10.6226
2024-10-16,PLN,UAH,10.6249
2024-10-17,PLN,UAH,10.611
2024-10-18,PLN,UAH,10.6296
2024-10-19,PLN,UAH,10.7008
2024-10-20,PLN,UAH,10.7069
2024-10-21,PLN,UAH,10.6581
2024-10-22,PLN,UAH,10.6586
2024-10-23,PLN,UAH,10.7362
2024-10-24,PLN,UAH,10.7631
2024-10-25,PLN,UAH,10.7604
2024-10-26,PLN,UAH,10.7162
2024-10-27,PLN,UAH,10.658
2024-10-28,PLN,UAH,10.645
2024-10-29,PLN,UAH,10.656
2024-10-30,PLN,UAH,10.5998
2024-10-31,PLN,UAH,10.7032
2024-11-01,PLN,UAH,10.7845
2024-11-02,PLN,UAH,10.7605
2024-11-03,PLN,UAH,10.6304
2024-11-04,PLN,UAH,10.6591
2024-11-05,PLN,UAH,10.5954
2024-11-06,PLN,UAH,10.4925
2024-11-07,PLN,UAH,10.5159
2024-11-08,PLN,UAH,10.5884
2024-11-09,PLN,UAH,10.542
2024-11-10,PLN,UAH,10.6134
2024-11-11,PLN,UAH,10.5423
2024-11-12,PLN,UAH,10.478
2024-11-13,PLN,UAH,10.4486
2024-11-14,PLN,UAH,10.4392
2024-11-15,PLN,UAH,10.337
2024-11-16,PLN,UAH,10.3112
2024-11-17,PLN,UAH,10.3472
2024-11-18,PLN,UAH,10.3427
2024-11-19,PLN,UAH,10.3783
2024-11-20,PLN,UAH,10.4209
2024-11-21,PLN,UAH,10.4826
2024-11-22,PLN,UAH,10.5798
2024-11-23,PLN,UAH,10.643
2024-11-24,PLN,UAH,10.704
2024-11-25,PLN,UAH,10.781
2024-11-26,PLN,UAH,10.7333
2024-11-27,PLN,UAH,10.6963
2024-11-28,PLN,UAH,10.6572
2024-11-29,PLN,UAH,10.6426
2024-11-30,PLN,UAH,10.6766
2024-12-01,PLN,UAH,10.6216
2024-12-02,PLN,UAH,10.6202
2024-12-03,PLN,UAH,10.5989
2024-12-04,PLN,UAH,10.7248
2024-12-05,PLN,UAH,10.7027
2024-12-06,PLN,UAH,10.6439
2024-12-07,PLN,UAH,10.5204
2024-12-08,PLN,UAH,10.5248
2024-12-09,PLN,UAH,10.4881
2024-12-10,PLN,UAH,10.5836
2024-12-11,PLN,UAH,10.6496
2024-12-12,PLN,UAH,10.6102
2024-12-13,PLN,UAH,10.5715
2024-12-14,PLN,UAH,10.5517
2024-12-15,PLN,UAH,10.6363
2024-12-16,PLN,UAH,10.5703
2024-12-17,PLN,UAH,10.6026
2024-12-18,PLN,UAH,10.6383
2024-12-19,PLN,UAH,10.604
2024-12-20,PLN,UAH,10.5573
2024-12-21,PLN,UAH,10.585
2024-12-22,PLN,UAH,10.694
2024-12-23,PLN,UAH,10.7529
2024-12-24,PLN,UAH,10.8234
2024-12-25,PLN,UAH,10.8528
2024-12-26,PLN,UAH,10.7353
2024-12-27,PLN,UAH,10.6462
2024-12-28,PLN,UAH,10.5568
2024-12-29,PLN,UAH,10.5074
2024-12-30,PLN,UAH,10.5134
2024-12-31,PLN,UAH,10.5062
2025-01-01,PLN,UAH,10.4094
2025-01-02,PLN,UAH,10.3507
2025-01-03,PLN,UAH,10.4377
2025-01-04,PLN,UAH,10.4695
2025-01-05,PLN,UAH,10.4679
2025-01-06,PLN,UAH,10.356
2025-01-07,PLN,UAH,10.3005
2025-01-08,PLN,UAH,10.2648
2025-01-09,PLN,UAH,10.313
2025-01-10,PLN,UAH,10.2793
2025-01-11,PLN,UAH,10.2114
2025-01-12,PLN,UAH,10.3057
2025-01-13,PLN,UAH,10.2673
2025-01-14,PLN,UAH,10.2798
2025-01-15,PLN,UAH,10.289
2025-01-16,PLN,UAH,10.158
2025-01-17,PLN,UAH,10.0282
2025-01-18,PLN,UAH,10.0109
2025-01-19,PLN,UAH,10.1285
2025-01-20,PLN,UAH,10.2236
2025-01-21,PLN,UAH,10.2062
2025-01-22,PLN,UAH,10.273
2025-01-24,PLN,UAH,10.1461
2025-01-25,PLN,UAH,10.2115
2025-01-26,PLN,UAH,10.3318
2025-01-27,PLN,UAH,10.3296
2025-01-28,PLN,UAH,10.3166
2025-01-29,PLN,UAH,10.2612
2025-01-30,PLN,UAH,10.2471
2025-01-31,PLN,UAH,10.1669
2025-02-01,PLN,UAH,10.1771
2025-02-02,PLN,UAH,10.1864
2025-02-03,PLN,UAH,10.1627
2025-02-04,PLN,UAH,10.1779
2025-02-05,PLN,UAH,10.1913
2025-02-06,PLN,UAH,10.1907
2025-02-07,PLN,UAH,10.2379
2025-02-08,PLN,UAH,10.2675
2025-02-09,PLN,UAH,10.2447
2025-02-10,PLN,UAH,10.3131
2025-02-11,PLN,UAH,10.3635
2025-02-12,PLN,UAH,10.4371
2025-02-13,PLN,UAH,10.3926
2025-02-14,PLN,UAH,10.3775
2025-02-15,PLN,UAH,10.4776
2025-02-16,PLN,UAH,10.4258
2025-02-17,PLN,UAH,10.4283
2025-02-18,PLN,UAH,10.443
2025-02-19,PLN,UAH,10.5
2025-02-20,PLN,UAH,10.5737
2025-02-21,PLN,UAH,10.6084
2025-02-22,PLN,UAH,10.5373
2025-02-23,PLN,UAH,10.5764
2025-02-24,PLN,UAH,10.6282
2025-02-25,PLN,UAH,10.463
2025-02-26,PLN,UAH,10.4133
2025-02-27,PLN,UAH,10.4218
2025-02-28,PLN,UAH,10.3431
2025-03-01,PLN,UAH,10.3209
2025-03-02,PLN,UAH,10.3034
2025-03-03,PLN,UAH,10.3409
2025-03-04,PLN,UAH,10.2419
2025-03-05,PLN,UAH,10.3363
2025-03-06,PLN,UAH,10.2911
2025-03-07,PLN,UAH,10.3785
2025-03-08,PLN,UAH,10.3431
2025-03-09,PLN,UAH,10.4391
2025-03-10,PLN,UAH,10.4202
2025-03-11,PLN,UAH,10.4265
2025-03-12,PLN,UAH,10.4279
2025-03-13,PLN,UAH,10.4603
2025-03-14,PLN,UAH,10.5419
2025-03-15,PLN,UAH,10.6479
2025-03-16,PLN,UAH,10.7339
2025-03-17,PLN,UAH,10.7947
2025-03-18,PLN,UAH,10.8377
2025-03-19,PLN,UAH,10.8729
2025-03-20,PLN,UAH,10.7626
2025-03-21,PLN,UAH,10.724
2025-03-22,PLN,UAH,10.6815
2025-03-23,PLN,UAH,10.8004
2025-03-24,PLN,UAH,10.8265
2025-03-25,PLN,UAH,10.9849
2025-03-26,PLN,UAH,11.0282
2025-03-27,PLN,UAH,11.0435
2025-03-28,PLN,UAH,10.9398
2025-03-29,PLN,UAH,10.8011
2025-03-30,PLN,UAH,10.9016
2025-03-31,PLN,UAH,10.9546
2025-04-01,PLN,UAH,11.0219
2025-04-02,PLN,UAH,11.0468
2025-04-03,PLN,UAH,11.0216
2025-04-04,PLN,UAH,11.0011
2025-04-05,PLN,UAH,10.9489
2025-04-06,PLN,UAH,11.0218
2025-04-07,PLN,UAH,10.872
2025-04-08,PLN,UAH,10.8723
2025-04-09,PLN,UAH,10.9064
2025-04-10,PLN,UAH,10.8324
2025-04-11,PLN,UAH,10.9872
2025-04-12,PLN,UAH,10.9163
2025-04-13,PLN,UAH,10.8831
2025-04-14,PLN,UAH,10.8409
2025-04-15,PLN,UAH,10.7932
2025-04-16,PLN,UAH,10.76
2025-04-17,PLN,UAH,10.7426
2025-04-18,PLN,UAH,10.6903
2025-04-19,PLN,UAH,10.6457
2025-04-20,PLN,UAH,10.6516
2025-04-21,PLN,UAH,10.6826
2025-04-22,PLN,UAH,10.6516
2025-04-23,PLN,UAH,10.5413
2025-04-24,PLN,UAH,10.4845
2025-04-25,PLN,UAH,10.4941
2025-04-26,PLN,UAH,10.4698
2025-04-27,PLN,UAH,10.4062
2025-04-28,PLN,UAH,10.5093
2025-04-29,PLN,UAH,10.4683
2025-04-30,PLN,UAH,10.3928
2025-05-01,PLN,UAH,10.367
2025-05-02,PLN,UAH,10.3128
2025-05-03,PLN,UAH,10.3921
2025-05-04,PLN,UAH,10.3353
2025-05-05,PLN,UAH,10.3058
2025-05-06,PLN,UAH,10.3465
2025-05-07,PLN,UAH,10.3636
2025-05-08,PLN,UAH,10.2422
2025-05-09,PLN,UAH,10.2257
2025-05-10,PLN,UAH,10.2146
2025-05-11,PLN,UAH,10.2497
2025-05-12,PLN,UAH,10.2858
2025-05-13,PLN,UAH,10.3265
2025-05-14,PLN,UAH,10.2998
2025-05-15,PLN,UAH,10.3611
2025-05-16,PLN,UAH,10.4044
2025-05-17,PLN,UAH,10.3406
2025-05-18,PLN,UAH,10.3599
2025-05-19,PLN,UAH,10.2879
2025-05-20,PLN,UAH,10.3296
2025-05-21,PLN,UAH,10.4812
2025-05-22,PLN,UAH,10.5134
2025-05-23,PLN,UAH,10.4762
2025-05-24,PLN,UAH,10.5705
2025-05-25,PLN,UAH,10.6241
2025-05-26,PLN,UAH,10.4584
2025-05-27,PLN,UAH,10.4563
2025-05-28,PLN,UAH,10.4946
2025-05-29,PLN,UAH,10.5954
2025-05-30,PLN,UAH,10.5705
2025-05-31,PLN,UAH,10.5763
2025-06-01,PLN,UAH,10.6547
2025-06-02,PLN,UAH,10.5924
2025-06-03,PLN,UAH,10.6767
2025-06-04,PLN,UAH,10.6905
2025-06-05,PLN,UAH,10.6934
2025-06-06,PLN,UAH,10.5773
2025-06-07,PLN,UAH,10.5414
2025-06-08,PLN,UAH,10.5183
2025-06-09,PLN,UAH,10.4554
2025-06-10,PLN,UAH,10.4982
2025-06-11,PLN,UAH,10.5226
2025-06-12,PLN,UAH,10.5513
2025-06-13,PLN,UAH,10.547
2025-06-14,PLN,UAH,10.5596
2025-06-15,PLN,UAH,10.6536
2025-06-16,PLN,UAH,10.6381
2025-06-17,PLN,UAH,10.5688
2025-06-18,PLN,UAH,10.5567
2025-06-19,PLN,UAH,10.5433
2025-06-20,PLN,UAH,10.5447
2025-06-21,PLN,UAH,10.5759
2025-06-22,PLN,UAH,10.5969
2025-06-23,PLN,UAH,10.7177
2025-06-24,PLN,UAH,10.7774
2025-06-25,PLN,UAH,10.8767
2025-06-26,PLN,UAH,10.9195
2025-06-27,PLN,UAH,10.9249
2025-06-28,PLN,UAH,10.8582
2025-06-30,PLN,UAH,10.8324
2025-07-01,PLN,UAH,10.7884
2025-07-02,PLN,UAH,10.881
2025-07-03,PLN,UAH,10.8605
2025-07-04,PLN,UAH,10.9315
2025-07-05,PLN,UAH,10.9809
2025-07-06,PLN,UAH,11.0417
2025-07-07,PLN,UAH,11.0309
2025-07-08,PLN,UAH,10.983
2025-07-09,PLN,UAH,11.0117
2025-07-10,PLN,UAH,11.103
2025-07-11,PLN,UAH,10.9715
2025-07-12,PLN,UAH,10.8984
2025-07-13,PLN,UAH,10.8496
2025-07-14,PLN,UAH,10.7283
2025-07-15,PLN,UAH,10.7463
2025-07-16,PLN,UAH,10.7739
2025-07-17,PLN,UAH,10.8336
2025-07-18,PLN,UAH,10.9005
2025-07-19,PLN,UAH,10.8863
2025-07-20,PLN,UAH,10.8566
2025-07-21,PLN,UAH,10.7546
2025-07-22,PLN,UAH,10.612
2025-07-23,PLN,UAH,10.6708
2025-07-24,PLN,UAH,10.609
2025-07-25,PLN,UAH,10.5892
2025-07-26,PLN,UAH,10.5373
2025-07-27,PLN,UAH,10.5534
2025-07-28,PLN,UAH,10.5155
2025-07-29,PLN,UAH,10.5458
2025-07-30,PLN,UAH,10.6554
2025-07-31,PLN,UAH,10.6808
2025-08-01,PLN,UAH,10.6183
2025-08-02,PLN,UAH,10.5998
2025-08-03,PLN,UAH,10.6654
2025-08-04,PLN,UAH,10.8112
2025-08-05,PLN,UAH,10.8013
2025-08-06,PLN,UAH,10.7439
2025-08-07,PLN,UAH,10.7844
2025-08-08,PLN,UAH,10.8363
2025-08-09,PLN,UAH,10.8492
2025-08-10,PLN,UAH,10.8202
2025-08-11,PLN,UAH,10.9355
2025-08-12,PLN,UAH,10.8837
2025-08-13,PLN,UAH,10.9306
2025-08-14,PLN,UAH,10.9032
2025-08-15,PLN,UAH,10.8157
2025-08-16,PLN,UAH,10.8124
2025-08-17,PLN,UAH,10.7949
2025-08-18,PLN,UAH,10.7973
2025-08-19,PLN,UAH,10.72
2025-08-20,PLN,UAH,10.7436
2025-08-21,PLN,UAH,10.7875
2025-08-22,PLN,UAH,10.8574
2025-08-23,PLN,UAH,10.8637
2025-08-24,PLN,UAH,10.9265
2025-08-25,PLN,UAH,10.8616
2025-08-26,PLN,UAH,10.8133
2025-08-27,PLN,UAH,10.7802
2025-08-28,PLN,UAH,10.7805
2025-08-29,PLN,UAH,10.9008
2025-08-30,PLN,UAH,10.9767
2025-08-31,PLN,UAH,10.9849
2025-09-01,PLN,UAH,10.9261
2025-09-02,PLN,UAH,10.7476
2025-09-03,PLN,UAH,10.8054
2025-09-04,PLN,UAH,10.9746
2025-09-05,PLN,UAH,10.9493
2025-09-06,PLN,UAH,10.9255
2025-09-07,PLN,UAH,11.0455
2025-09-08,PLN,UAH,11.0288
2025-09-09,PLN,UAH,11.0694
2025-09-10,PLN,UAH,11.0008
2025-09-11,PLN,UAH,11.0358
2025-09-12,PLN,UAH,11.0158
2025-09-13,PLN,UAH,10.9807
2025-09-14,PLN,UAH,10.8962
2025-09-15,PLN,UAH,10.8319
2025-09-16,PLN,UAH,10.8383
2025-09-17,PLN,UAH,10.7343
2025-09-18,PLN,UAH,10.725
2025-09-19,PLN,UAH,10.6863
2025-09-20,PLN,UAH,10.6621
2025-09-21,PLN,UAH,10.6054
2025-09-22,PLN,UAH,10.6406
2025-09-23,PLN,UAH,10.6547
2025-09-24,PLN,UAH,10.6342
2025-09-25,PLN,UAH,10.6178
2025-09-26,PLN,UAH,10.6396
2025-09-27,PLN,UAH,10.5702
2025-09-28,PLN,UAH,10.5841
2025-09-29,PLN,UAH,10.5748
2025-09-30,PLN,UAH,10.6631
2025-10-01,PLN,UAH,10.5763
2025-10-02,PLN,UAH,10.7006
2025-10-03,PLN,UAH,10.7506
2025-10-04,PLN,UAH,10.823
2025-10-05,PLN,UAH,10.8306
2025-10-06,PLN,UAH,10.7873
2025-10-07,PLN,UAH,10.8433
2025-10-08,PLN,UAH,10.7698
2025-10-09,PLN,UAH,10.7756
2025-10-10,PLN,UAH,10.8206
2025-10-11,PLN,UAH,10.8244
2025-10-12,PLN,UAH,10.7583
2025-10-13,PLN,UAH,10.7527
2025-10-14,PLN,UAH,10.8435
2025-10-15,PLN,UAH,10.7863
2025-10-16,PLN,UAH,10.8429
2025-10-17,PLN,UAH,10.8472
2025-10-18,PLN,UAH,10.8034
2025-10-19,PLN,UAH,10.8219
2025-10-20,PLN,UAH,10.7551
2025-10-21,PLN,UAH,10.694
2025-10-22,PLN,UAH,10.5866
2025-10-23,PLN,UAH,10.6288
2025-10-24,PLN,UAH,10.6575
2025-10-25,PLN,UAH,10.706
2025-10-26,PLN,UAH,10.8048
2025-10-27,PLN,UAH,10.787
2025-10-28,PLN,UAH,10.7234
2025-10-29,PLN,UAH,10.7607
2025-10-30,PLN,UAH,10.6
2025-10-31,PLN,UAH,10.5728
2025-11-01,PLN,UAH,10.5431
2025-11-02,PLN,UAH,10.5974
2025-11-03,PLN,UAH,10.5944
2025-11-04,PLN,UAH,10.4147
2025-11-05,PLN,UAH,10.464
2025-11-06,PLN,UAH,10.486
2025-11-07,PLN,UAH,10.4635
2025-11-08,PLN,UAH,10.3332
2025-11-09,PLN,UAH,10.2974
2025-11-10,PLN,UAH,10.2588
2025-11-11,PLN,UAH,10.2528
2025-11-12,PLN,UAH,10.3625
2025-11-13,PLN,UAH,10.3588
2025-11-14,PLN,UAH,10.2657
2025-11-15,PLN,UAH,10.3112
2025-11-16,PLN,UAH,10.3261
2025-11-17,PLN,UAH,10.308
2025-11-18,PLN,UAH,10.3701
2025-11-19,PLN,UAH,10.4165
2025-11-20,PLN,UAH,10.3716
