Date,Source,Medium,Campaign,Country,DeviceType,Impressions,Clicks,Sessions,LeadsReported,Spend,Currency,SpendBaseCurrency,PlatformConversions,CampaignObjective,CampaignStatus,CampaignNormalized,SpendBaseCurrencyUnresolvedFlag,ClicksImpressionsAnomalyFlag
2024-04-07,telegram,cpc,pmax_1_1_ua_copy,Ukraine,Mobile,2477,81,75,3,343.86,UAH,343.86,0,Leads,Active,pmax_1_1_ua,False,False
2024-04-08,telegram,cpc,pmax_1_1_ua,Poland,Tablet,4112,114,91,2,898.38,UAH,898.38,0,Leads,Active,pmax_1_1_ua,False,False
2024-04-09,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,5455,231,221,8,1242.18,UAH,1242.18,1,Leads,Active,pmax_1_1_ua,False,False
2024-04-10,telegram,cpc,pmax_1_1_ua,Ukraine,Desktop,14968,596,548,20,1218.43,UAH,1218.43,2,Leads,Active,pmax_1_1_ua,False,False
2024-04-11,telegram,cpc,pmax_1_1_ua,United States,Tablet,4326,148,142,4,720.59,UAH,720.59,0,Leads,Active,pmax_1_1_ua,False,False
2024-04-12,telegram,cpc,pmax_1_1_ua,Germany,Mobile,7012,208,180,3,495.95,UAH,495.95,1,Leads,Active,pmax_1_1_ua,False,False
2024-04-13,telegram,cpc,pmax_1_1_ua,Ukraine,Desktop,1543,43,34,1,333.88,UAH,333.88,0,Leads,Active,pmax_1_1_ua,False,False
2024-04-14,telegram,cpc,pmax_1_1_ua,Germany,Mobile,8411,134,121,4,467.45,UAH,467.45,0,Leads,Active,pmax_1_1_ua,False,False
2024-04-15,telegram,cpc,pmax_1_1_ua,Poland,Desktop,15257,495,425,9,1114.74,UAH,1114.74,1,Leads,Active,pmax_1_1_ua,False,False
2024-04-16,telegram,cpc,pmax_1_1_ua,Ukraine,Tablet,6576,258,207,3,588.36,UAH,588.36,1,Leads,Active,pmax_1_1_ua,False,False
2024-04-17,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,3851,138,125,3,783.36,UAH,783.36,0,Leads,Active,pmax_1_1_ua,False,False
2024-04-18,telegram,cpc,pmax_1_1_ua_copy,Ukraine,Mobile,8073,182,136,3,917.22,UAH,917.22,0,Leads,Active,pmax_1_1_ua,False,False
2024-04-19,telegram,cpc,pmax_1_1_ua,Ukraine,Desktop,4609,181,140,3,1338.51,UAH,1338.51,0,Leads,Active,pmax_1_1_ua,False,False
2024-04-20,telegram,cpc,pmax_1_1_ua_copy,Ukraine,Mobile,2974,98,81,1,649.68,UAH,649.68,0,Leads,Active,pmax_1_1_ua,False,False
2024-04-21,telegram,cpc,pmax_1_1_ua,Czech Republic,Mobile,6098,140,122,3,454.77,UAH,454.77,0,Leads,Active,pmax_1_1_ua,False,False
2024-04-22,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,8758,270,236,7,1255.01,UAH,1255.01,1,Leads,Active,pmax_1_1_ua,False,False
2024-04-23,telegram,cpc,pmax_1_1_ua,Poland,Mobile,16224,551,499,18,1288.05,UAH,1288.05,3,Leads,Active,pmax_1_1_ua,False,False
2024-04-24,telegram,cpc,pmax_1_1_ua,Ukraine,Desktop,7647,228,197,4,902.54,UAH,902.54,1,Leads,Active,pmax_1_1_ua,False,False
2024-04-25,telegram,cpc,pmax_1_1_ua,Germany,Tablet,2499,87,79,3,631.77,UAH,631.77,0,Leads,Active,pmax_1_1_ua,False,False
2024-04-26,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,2097,78,71,1,376.53,UAH,376.53,0,Leads,Active,pmax_1_1_ua,False,False
2024-04-27,telegram,cpc,pmax_1_1_ua,United Kingdom,Desktop,3573,129,123,4,851.24,UAH,851.24,1,Leads,Active,pmax_1_1_ua,False,False
2024-04-28,telegram,cpc,pmax_1_1_ua,Poland,Mobile,3725,108,97,2,645.72,UAH,645.72,0,Leads,Active,pmax_1_1_ua,False,False
2024-04-29,telegram,cpc,pmax_1_1_ua,Ukraine,Desktop,2115,96,77,3,680.67,UAH,680.67,0,Leads,Active,pmax_1_1_ua,False,False
2024-04-30,telegram,cpc,pmax_1_1_ua,Czech Republic,Tablet,2920,74,65,2,583.75,UAH,583.75,0,Leads,Active,pmax_1_1_ua,False,False
2024-05-01,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,8776,223,183,3,1054.33,UAH,1054.33,1,Leads,Active,pmax_1_1_ua,False,False
2024-05-02,telegram,cpc,pmax_1_1_ua,Czech Republic,Mobile,2647,84,70,1,311.65,UAH,311.65,0,Leads,Active,pmax_1_1_ua,False,False
2024-05-03,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,9725,179,167,4,835.88,UAH,835.88,1,Leads,Active,pmax_1_1_ua,False,False
2024-05-04,telegram,cpc,pmax_1_1_ua,Poland,Tablet,2448,62,55,1,307.06,UAH,307.06,0,Leads,Active,pmax_1_1_ua,False,False
2024-05-05,telegram,cpc,pmax_1_1_ua,Ukraine,Desktop,5035,136,129,3,698.88,UAH,698.88,1,Leads,Active,pmax_1_1_ua,False,False
2024-05-06,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,4310,123,105,3,510.33,UAH,510.33,0,Leads,Active,pmax_1_1_ua,False,False
2024-05-07,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,6544,245,238,6,1089.86,UAH,1089.86,1,Leads,Active,pmax_1_1_ua,False,False
2024-05-08,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,4936,134,109,4,842.74,UAH,842.74,1,Leads,Active,pmax_1_1_ua,False,False
2024-05-09,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,8676,221,207,5,1200.97,UAH,1200.97,0,Leads,Active,pmax_1_1_ua,False,False
2024-05-10,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,13422,389,378,14,1100.47,UAH,1100.47,2,Leads,Active,pmax_1_1_ua,False,False
2024-05-11,telegram,cpc,pmax_1_1_ua,Ukraine,Desktop,2206,78,74,1,332.99,UAH,332.99,0,Leads,Active,pmax_1_1_ua,False,False
2024-05-12,telegram,cpc,PMAX_1_1_UA,Ukraine,Mobile,9853,208,173,8,814.88,UAH,814.88,0,Leads,Active,pmax_1_1_ua,False,False
2024-05-13,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,25127,359,273,9,733.52,UAH,733.52,1,Leads,Active,pmax_1_1_ua,False,False
2024-05-14,telegram,cpc,pmax_1_1_ua,United States,Desktop,19019,518,450,10,1099.52,UAH,1099.52,1,Leads,Active,pmax_1_1_ua,False,False
2024-05-15,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,12069,206,188,2,895.59,UAH,895.59,0,Leads,Active,pmax_1_1_ua,False,False
2024-05-16,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,3332,113,93,3,546.79,UAH,546.79,0,Leads,Active,pmax_1_1_ua,False,False
2024-05-17,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,3169,106,88,2,275.58,UAH,275.58,0,Leads,Active,pmax_1_1_ua,False,False
2024-05-18,telegram,cpc,pmax_1_1_ua,Ukraine,Desktop,1703,65,48,2,391.27,UAH,391.27,0,Leads,Active,pmax_1_1_ua,False,False
2024-05-19,telegram,cpc,pmax_1_1_ua,Poland,Desktop,2219,73,68,2,523.46,UAH,523.46,0,Leads,Active,pmax_1_1_ua,False,False
2024-05-20,telegram,cpc,pmax_1_1_ua,Poland,Mobile,12019,406,382,13,1177.79,UAH,1177.79,2,Leads,Active,pmax_1_1_ua,False,False
2024-05-21,telegram,cpc,pmax_1_1_ua,Ukraine,Desktop,2146,80,67,3,556.01,UAH,556.01,0,Leads,Active,pmax_1_1_ua,False,False
2024-05-22,telegram,cpc,pmax_1_1_ua_copy,Czech Republic,Mobile,8204,296,237,5,998.96,UAH,998.96,1,Leads,Active,pmax_1_1_ua,False,False
2024-05-23,telegram,cpc,pmax_1_1_ua,Ukraine,Desktop,1994,67,50,1,0.0,UAH,0.0,0,Leads,Paused,pmax_1_1_ua,False,False
2024-05-24,telegram,cpc,pmax_1_1_ua,Germany,Desktop,3264,145,131,3,0.0,UAH,0.0,0,Leads,Paused,pmax_1_1_ua,False,False
2024-05-25,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,1122,42,36,1,0.0,UAH,0.0,0,Leads,Paused,pmax_1_1_ua,False,False
2024-05-26,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,11241,311,256,7,727.23,UAH,727.23,1,Leads,Active,pmax_1_1_ua,False,False
2024-05-27,telegram,cpc,pmax_1_1_ua,Poland,Desktop,3051,99,88,3,612.89,UAH,612.89,0,Leads,Active,pmax_1_1_ua,False,False
2024-05-28,telegram,cpc,pmax_1_1_ua,United States,Mobile,5260,217,162,6,1168.47,UAH,1168.47,1,Leads,Active,pmax_1_1_ua,False,False
2024-05-29,telegram,cpc,pmax_1_1_ua,Germany,Desktop,5485,138,134,2,806.5,UAH,806.5,0,Leads,Active,pmax_1_1_ua,False,False
2024-05-30,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,4961,160,121,3,1137.34,UAH,1137.34,1,Leads,Active,pmax_1_1_ua,False,False
2024-05-31,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,8754,303,251,7,1168.47,UAH,1168.47,1,Leads,Active,pmax_1_1_ua,False,False
2024-06-01,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,3102,107,102,1,648.82,UAH,648.82,0,Leads,Active,pmax_1_1_ua,False,False
2024-06-02,telegram,cpc,pmax_1_1_ua,Poland,Mobile,3969,77,72,3,246.5,UAH,246.5,0,Leads,Active,pmax_1_1_ua,False,False
2024-06-03,telegram,cpc,pmax_1_1_ua,Ukraine,Desktop,8216,260,220,6,775.95,UAH,775.95,1,Leads,Active,pmax_1_1_ua,False,False
2024-06-04,telegram,cpc,pmax_1_1_ua,United Kingdom,Desktop,3480,111,101,2,697.69,UAH,697.69,0,Leads,Active,pmax_1_1_ua,False,False
2024-06-05,telegram,cpc,pmax_1_1_ua,Ukraine,Desktop,4283,148,129,3,690.25,UAH,690.25,0,Leads,Active,pmax_1_1_ua,False,False
2024-06-06,telegram,cpc,pmax_1_1_ua,Germany,Mobile,1455,62,54,1,374.84,UAH,374.84,0,Leads,Active,pmax_1_1_ua,False,False
2024-06-07,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,5146,105,97,2,618.43,UAH,618.43,0,Leads,Active,pmax_1_1_ua,False,False
2024-06-08,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,2445,74,69,2,575.75,UAH,575.75,0,Leads,Active,pmax_1_1_ua,False,False
2024-06-09,telegram,cpc,pmax_1_1_ua,Ukraine,Desktop,3976,153,149,2,353.33,UAH,353.33,0,Leads,Active,pmax_1_1_ua,False,False
2024-06-10,telegram,cpc,pmax_1_1_ua,Germany,Mobile,7123,147,137,4,877.54,UAH,877.54,0,Leads,Active,pmax_1_1_ua,False,False
2024-06-11,telegram,cpc,pmax_1_1_ua,Ukraine,Desktop,7142,224,207,4,720.79,UAH,720.79,1,Leads,Active,pmax_1_1_ua,False,False
2024-06-12,telegram,cpc,pmax_1_1_ua,Germany,Mobile,2951,122,105,1,479.19,UAH,479.19,0,Leads,Active,pmax_1_1_ua,False,False
2024-06-13,telegram,cpc,pmax_1_1_ua,Poland,Desktop,3250,96,84,2,627.54,UAH,627.54,0,Leads,Active,pmax_1_1_ua,False,False
2024-06-14,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,4726,132,109,3,362.3,UAH,362.3,0,Leads,Active,pmax_1_1_ua,False,False
2024-06-15,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,1997,78,68,1,540.4,UAH,540.4,0,Leads,Active,pmax_1_1_ua,False,False
2024-06-16,telegram,cpc,pmax_1_1_ua,Kazakhstan,Mobile,1555,45,43,1,252.74,UAH,252.74,0,Leads,Active,pmax_1_1_ua,False,False
2024-06-17,telegram,cpc,pmax_1_1_ua,Ukraine,Desktop,5304,145,139,3,842.88,UAH,842.88,1,Leads,Active,pmax_1_1_ua,False,False
2024-06-18,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,3458,135,118,3,765.38,UAH,765.38,0,Leads,Active,pmax_1_1_ua,False,False
2024-06-19,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,6228,121,100,2,676.47,UAH,676.47,0,Leads,Active,pmax_1_1_ua,False,False
2024-06-20,telegram,cpc,pmax_1_1_ua,Ukraine,Tablet,7534,225,207,6,604.9,UAH,604.9,1,Leads,Active,pmax_1_1_ua,False,False
2024-06-21,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,11705,407,377,10,853.24,UAH,853.24,1,Leads,Active,pmax_1_1_ua,False,False
2024-06-22,telegram,cpc,pmax_1_1_ua,Poland,Desktop,3133,107,91,2,499.61,UAH,499.61,0,Leads,Active,pmax_1_1_ua,False,False
2024-06-23,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,11929,184,164,3,454.82,UAH,454.82,0,Leads,Active,pmax_1_1_ua,False,False
2024-06-24,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,484,19,15,0,0.0,UAH,0.0,0,Leads,Paused,pmax_1_1_ua,False,False
2024-06-25,telegram,cpc,pmax_1_1_ua,Ukraine,Tablet,2674,64,48,1,0.0,UAH,0.0,0,Leads,Paused,pmax_1_1_ua,False,False
2024-06-26,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,1574,39,35,1,243.55,UAH,243.55,0,Leads,Active,pmax_1_1_ua,False,False
2024-06-27,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,3486,128,120,4,798.62,UAH,798.62,0,Leads,Active,pmax_1_1_ua,False,False
2024-06-28,telegram,cpc,pmax_1_1_ua,United States,Desktop,1282,35,30,1,220.54,UAH,220.54,0,Leads,Active,pmax_1_1_ua,False,False
2024-06-29,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,2878,88,70,2,564.29,UAH,564.29,0,Leads,Active,pmax_1_1_ua,False,False
2024-06-30,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,2609,65,62,2,193.86,UAH,193.86,0,Leads,Active,pmax_1_1_ua,False,False
2024-07-01,telegram,cpc,pmax 1 1 ua,Ukraine,Desktop,2168,51,43,1,274.5,UAH,274.5,0,Leads,Active,pmax_1_1_ua,False,False
2024-07-02,telegram,cpc,pmax_1_1_ua,Ukraine,Desktop,3440,100,94,2,764.9,UAH,764.9,0,Leads,Active,pmax_1_1_ua,False,False
2024-07-03,telegram,cpc,pmax_1_1_ua,Poland,Mobile,4131,104,82,3,432.99,UAH,432.99,0,Leads,Active,pmax_1_1_ua,False,False
2024-07-04,telegram,cpc,pmax_1_1_ua,Poland,Desktop,4398,149,130,4,755.74,UAH,755.74,0,Leads,Active,pmax_1_1_ua,False,False
2024-07-05,telegram,cpc,pmax_1_1_ua,Ukraine,Desktop,2414,58,46,1,0.0,UAH,0.0,0,Leads,Paused,pmax_1_1_ua,False,False
2024-07-06,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,524,16,15,0,0.0,UAH,0.0,0,Leads,Paused,pmax_1_1_ua,False,False
2024-07-07,telegram,cpc,pmax_1_1_ua,Ukraine,Desktop,1744,95,91,3,0.0,UAH,0.0,0,Leads,Paused,pmax_1_1_ua,False,False
2024-07-08,telegram,cpc,pmax_1_1_ua,Czech Republic,Tablet,1726,69,59,1,507.26,UAH,507.26,0,Leads,Active,pmax_1_1_ua,False,False
2024-07-09,telegram,cpc,pmax_1_1_ua,United States,Mobile,1097,38,36,1,227.0,UAH,227.0,0,Leads,Active,pmax_1_1_ua,False,False
2024-07-10,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,4477,93,85,3,721.71,UAH,721.71,0,Leads,Active,pmax_1_1_ua,False,False
2024-07-11,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,4645,138,114,3,390.37,UAH,390.37,0,Leads,Active,pmax_1_1_ua,False,False
2024-07-12,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,11909,344,259,5,755.55,UAH,755.55,1,Leads,Active,pmax_1_1_ua,False,False
2024-07-13,telegram,cpc,pmax_1_1_ua,Ukraine,Desktop,4444,121,111,4,298.77,UAH,298.77,1,Leads,Active,pmax_1_1_ua,False,False
2024-07-14,telegram,cpc,pmax_1_1_ua,Ukraine,Desktop,1491,62,60,2,0.0,UAH,0.0,0,Leads,Paused,pmax_1_1_ua,False,False
2024-07-15,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,2357,78,69,1,0.0,UAH,0.0,0,Leads,Paused,pmax_1_1_ua,False,False
2024-07-16,telegram,cpc,pmax_1_1_ua,Czech Republic,Mobile,645,18,15,0,0.0,UAH,0.0,0,Leads,Paused,pmax_1_1_ua,False,False
2024-07-17,telegram,cpc,pmax_1_1_ua,United Kingdom,Mobile,1267,45,36,1,0.0,UAH,0.0,0,Leads,Paused,pmax_1_1_ua,False,False
2024-07-18,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,179,5,4,0,0.0,UAH,0.0,0,Leads,Paused,pmax_1_1_ua,False,False
2024-07-19,telegram,cpc,pmax_1_1_ua,United States,Desktop,173,6,4,0,0.0,UAH,0.0,0,Leads,Paused,pmax_1_1_ua,False,False
2024-07-20,telegram,cpc,pmax_1_1_ua,Ukraine,Desktop,2967,56,49,1,208.56,UAH,208.56,0,Leads,Active,pmax_1_1_ua,False,False
2024-07-21,telegram,cpc,pmax_1_1_ua,Ukraine,Desktop,2495,53,41,1,319.77,UAH,319.77,0,Leads,Active,pmax_1_1_ua,False,False
2024-07-22,telegram,cpc,pmax_1_1_ua,Ukraine,Desktop,1462,46,42,1,239.84,UAH,239.84,0,Leads,Active,pmax_1_1_ua,False,False
2024-07-23,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,2484,82,61,2,626.65,UAH,626.65,0,Leads,Active,pmax_1_1_ua,False,False
2024-07-24,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,1461,32,27,1,203.28,UAH,203.28,0,Leads,Active,pmax_1_1_ua,False,False
2024-07-25,telegram,cpc,pmax_1_1_ua,United States,Mobile,3755,137,108,2,544.86,UAH,544.86,0,Leads,Active,pmax_1_1_ua,False,False
2024-07-26,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,1094,30,28,1,203.86,UAH,203.86,0,Leads,Active,pmax_1_1_ua,False,False
2024-07-27,telegram,cpc,pmax_1_1_ua,Ukraine,Desktop,491,18,13,0,134.17,UAH,134.17,0,Leads,Active,pmax_1_1_ua,False,False
2024-07-28,telegram,cpc,pmax_1_1_ua,Germany,Mobile,8597,226,203,6,583.3,UAH,583.3,1,Leads,Active,pmax_1_1_ua,False,False
2024-07-29,telegram,cpc,pmax_1_1_ua,Ukraine,Desktop,3214,85,72,1,606.86,UAH,606.86,0,Leads,Active,pmax_1_1_ua,False,False
2024-07-30,telegram,cpc,pmax_1_1_ua,Ukraine,Desktop,3080,84,80,2,398.68,UAH,398.68,0,Leads,Active,pmax_1_1_ua,False,False
2024-07-31,telegram,cpc,PMAX_1_1_UA,Poland,Desktop,141,2,1,0,0.0,UAH,0.0,0,Leads,Paused,pmax_1_1_ua,False,False
2024-08-01,telegram,cpc,pmax_1_1_ua,Ukraine,Desktop,357,14,11,0,0.0,UAH,0.0,0,Leads,Paused,pmax_1_1_ua,False,False
2024-08-02,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,699,24,22,1,0.0,UAH,0.0,0,Leads,Paused,pmax_1_1_ua,False,False
2024-08-03,telegram,cpc,pmax_1_1_ua,Ukraine,Desktop,1199,35,27,1,0.0,UAH,0.0,0,Leads,Paused,pmax_1_1_ua,False,False
2024-08-04,telegram,cpc,pmax_1_1_ua,Czech Republic,Desktop,1677,29,23,1,0.0,UAH,0.0,0,Leads,Paused,pmax_1_1_ua,False,False
2024-08-05,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,7263,206,180,4,1020.8,UAH,1020.8,1,Leads,Active,pmax_1_1_ua,False,False
2024-08-06,telegram,cpc,pmax_1_1_ua,Ukraine,Desktop,1492,45,35,1,260.56,UAH,260.56,0,Leads,Active,pmax_1_1_ua,False,False
2024-08-07,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,9644,330,299,6,858.27,UAH,858.27,1,Leads,Active,pmax_1_1_ua,False,False
2024-08-08,telegram,cpc,pmax_1_1_ua,Ukraine,Tablet,4507,152,146,2,784.7,UAH,784.7,0,Leads,Active,pmax_1_1_ua,False,False
2024-08-09,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,4796,176,150,4,798.84,UAH,798.84,0,Leads,Active,pmax_1_1_ua,False,False
2024-08-10,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,1828,71,61,1,0.0,UAH,0.0,0,Leads,Paused,pmax_1_1_ua,False,False
2024-08-11,telegram,cpc,pmax_1_1_ua,Ukraine,Tablet,950,31,24,1,0.0,UAH,0.0,0,Leads,Paused,pmax_1_1_ua,False,False
2024-08-12,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,554,21,17,0,0.0,UAH,0.0,0,Leads,Paused,pmax_1_1_ua,False,False
2024-08-13,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,2087,54,41,1,0.0,UAH,0.0,0,Leads,Paused,pmax_1_1_ua,False,False
2024-08-14,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,2935,88,70,2,0.0,UAH,0.0,0,Leads,Paused,pmax_1_1_ua,False,False
2024-08-15,telegram,cpc,pmax_1_1_ua,Czech Republic,Mobile,1474,22,19,0,0.0,UAH,0.0,0,Leads,Paused,pmax_1_1_ua,False,False
2024-08-16,telegram,cpc,pmax_1_1_ua,Ukraine,Desktop,935,23,22,1,0.0,UAH,0.0,0,Leads,Paused,pmax_1_1_ua,False,False
2024-08-17,telegram,cpc,pmax_1_1_ua,Poland,Mobile,2104,45,35,1,0.0,UAH,0.0,0,Leads,Paused,pmax_1_1_ua,False,False
2024-08-18,telegram,cpc,pmax_1_1_ua,Ukraine,Desktop,4650,116,112,2,381.33,UAH,381.33,0,Leads,Active,pmax_1_1_ua,False,False
2024-08-19,telegram,cpc,pmax_1_1_ua_copy,Poland,Desktop,4753,233,179,5,1044.27,UAH,1044.27,1,Leads,Active,pmax_1_1_ua,False,False
2024-08-20,telegram,cpc,PMAX_1_1_UA,Czech Republic,Mobile,1374,50,38,1,317.87,UAH,317.87,0,Leads,Active,pmax_1_1_ua,False,False
2024-08-21,telegram,cpc,pmax_1_1_ua,Kazakhstan,Mobile,2993,83,71,3,651.26,UAH,651.26,0,Leads,Active,pmax_1_1_ua,False,False
2024-08-22,telegram,cpc,pmax_1_1_ua,Ukraine,Desktop,4521,135,121,3,1036.66,UAH,1036.66,0,Leads,Active,pmax_1_1_ua,False,False
2024-08-23,telegram,cpc,pmax_1_1_ua,United States,Mobile,5213,172,149,5,1012.21,UAH,1012.21,1,Leads,Active,pmax_1_1_ua,False,False
2024-08-24,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,3015,116,111,3,704.14,UAH,704.14,0,Leads,Active,pmax_1_1_ua,False,False
2024-08-25,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,966,41,31,1,294.51,UAH,294.51,0,Leads,Active,pmax_1_1_ua,False,False
2024-08-26,telegram,cpc,pmax_1_1_ua,Ukraine,Desktop,2789,126,102,2,698.17,UAH,698.17,0,Leads,Active,pmax_1_1_ua,False,False
2024-08-27,telegram,cpc,pmax_1_1_ua,Ukraine,Desktop,4725,178,136,3,688.06,UAH,688.06,1,Leads,Active,pmax_1_1_ua,False,False
2024-08-28,telegram,cpc,pmax_1_1_ua,Czech Republic,Tablet,4028,146,135,4,512.93,UAH,512.93,0,Leads,Active,pmax_1_1_ua,False,False
2024-08-29,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,1763,54,50,2,267.24,UAH,267.24,0,Leads,Active,pmax_1_1_ua,False,False
2024-08-30,telegram,cpc,pmax_1_1_ua,Germany,Mobile,5207,186,145,4,662.95,UAH,662.95,1,Leads,Active,pmax_1_1_ua,False,False
2024-08-31,telegram,cpc,pmax_1_1_ua,United States,Desktop,7658,252,221,7,653.53,UAH,653.53,1,Leads,Active,pmax_1_1_ua,False,False
2024-09-01,telegram,cpc,pmax_1_1_ua,Poland,Desktop,8423,211,170,5,1068.93,UAH,1068.93,0,Leads,Active,pmax_1_1_ua,False,False
2024-09-02,telegram,cpc,pmax_1_1_ua,Poland,Desktop,3388,103,100,3,767.53,UAH,767.53,0,Leads,Active,pmax_1_1_ua,False,False
2024-09-03,telegram,cpc,pmax_1_1_ua,United Kingdom,Desktop,10416,315,303,8,1798.27,UAH,1798.27,1,Leads,Active,pmax_1_1_ua,False,False
2024-09-04,telegram,cpc,pmax_1_1_ua,Ukraine,Desktop,10331,338,287,9,1977.86,UAH,1977.86,1,Leads,Active,pmax_1_1_ua,False,False
2024-09-05,telegram,cpc,pmax_1_1_ua,Poland,Desktop,1984,87,82,1,563.21,UAH,563.21,0,Leads,Active,pmax_1_1_ua,False,False
2024-09-06,telegram,cpc,pmax__1_ua,United States,Mobile,15985,447,383,8,1551.03,UAH,1551.03,1,Leads,Active,pmax_1_1_ua,False,False
2024-09-07,telegram,cpc,pmax_1_1_ua,Ukraine,Desktop,5408,148,137,3,422.28,UAH,422.28,0,Leads,Active,pmax_1_1_ua,False,False
2024-09-08,telegram,cpc,pmax_1_1_ua,Ukraine,Desktop,3887,102,85,2,402.38,UAH,402.38,0,Leads,Active,pmax_1_1_ua,False,False
2024-09-09,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,5236,157,118,4,665.48,UAH,665.48,0,Leads,Active,pmax_1_1_ua,False,False
2024-09-10,telegram,cpc,pmax_1_1_ua,United States,Mobile,8518,280,225,6,1837.5,UAH,1837.5,0,Leads,Active,pmax_1_1_ua,False,False
2024-09-11,telegram,cpc,pmax_1_1_ua,Kazakhstan,Desktop,13600,295,264,4,1772.77,UAH,1772.77,0,Leads,Active,pmax_1_1_ua,False,False
2024-09-12,telegram,cpc,pmax_1_1_ua,Germany,Mobile,14798,261,236,3,635.92,UAH,635.92,0,Leads,Active,pmax_1_1_ua,False,False
2024-09-13,telegram,cpc,pmax_1_1_ua,Czech Republic,Mobile,11800,295,229,4,1163.31,UAH,1163.31,0,Leads,Active,pmax_1_1_ua,False,False
2024-09-14,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,7857,351,328,12,791.96,UAH,791.96,2,Leads,Active,pmax_1_1_ua,False,False
2024-09-15,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,2114,61,54,1,0.0,UAH,0.0,0,Leads,Paused,pmax_1_1_ua,False,False
2024-09-16,telegram,cpc,pmax_1_1_ua,Germany,Mobile,3571,77,57,1,0.0,UAH,0.0,0,Leads,Paused,pmax_1_1_ua,False,False
2024-09-17,telegram,cpc,pmax_1_1_ua,Ukraine,Desktop,529,20,15,0,0.0,UAH,0.0,0,Leads,Paused,pmax_1_1_ua,False,False
2024-09-18,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,4043,90,71,2,0.0,UAH,0.0,0,Leads,Paused,pmax_1_1_ua,False,False
2024-09-19,telegram,cpc,pmax_1_1_ua,Poland,Mobile,5560,167,159,3,,UAH,0.0,1,Leads,Paused,pmax_1_1_ua,False,False
2024-09-20,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,5740,181,165,4,0.0,UAH,0.0,0,Leads,Paused,pmax_1_1_ua,False,False
2024-09-21,telegram,cpc,pmax_1_1_ua,Ukraine,Mobile,1380,61,48,1,0.0,UAH,0.0,0,Leads,Paused,pmax_1_1_ua,False,False
